,AAGE,ACLSWKR,ADTIND,ADTOCC,AHGA,AGI,*(pred),AHRSPAY,AHSCOL,AMARITL,AMJIND,AMJOCC,ARACE,AREORGN,ASEX,AUNMEM,AUNTYPE,AWKSTAT,CAPGAIN,CAPLOSS,DIVVAL,FEDTAX,GRINGREG,GRINST,HHDFMX,HHDREL,MARSUPWT,MIGMTR1,MIGMTR3,MIGMTR4,MIGSAME,MIGSUN,NOEMP,PARENT,FATHER,MOTHER,SELF,PRCITSHP,SEOTR,VETQVA,VETYN,WKSWORK,YEAR,INCOME
107908,3, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2481.71, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
7270,82, Not in universe,0,0, 7th and 8th grade,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Not in labor force,10566,0,0, Joint both 65+, Not in universe, Not in universe, Householder, Householder,901.83, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Thailand, Thailand, Thailand, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,95,0
98509,31, State government,43,29, Some college but no degree,,0,, Not in universe, Never married, Education, Other service, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Other Rel 18+ never marr not in subfamily, Other relative of householder,1083.15, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, Cambodia, Cambodia, Cambodia, Foreign born- Not a citizen of U S ,0, Not in universe,2,40,95,0
190862,58, Not in universe,0,0, High school graduate,,0,, Not in universe, Divorced, Not in universe or children, Not in universe, Other, NA, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder,1850.71, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
147323,17, Private,36,27, 11th grade,,0,, High school, Never married, Private household services, Private household services, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,877.84, ?, ?, ?, Not in universe under 1 year old, ?,3, Both parents present, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,21,95,0
178791,67, Not in universe,0,0, High school graduate,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both 65+, Not in universe, Not in universe, Householder, Householder,1869.5, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, No,1,0,95,0
56585,31, Private,33,16, Some college but no degree,,0,, Not in universe, Never married, Retail trade, Sales, Black, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Single, Not in universe, Not in universe, Nonfamily householder, Householder,3677.32, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Yes,1,18,95,0
111155,19, Private,39,29, Some college but no degree,,0,, College or university, Never married, Personal services except private HH, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Child 18+ never marr Not in a subfamily, Child 18 or older,637.83, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,45,95,0
56982,90, Private,19,42, Less than 1st grade,,735,, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Handlers equip cleaners etc , Asian or Pacific Islander, All other, Female, Yes, Not in universe, Full-time schedules,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1741.74, ?, ?, ?, Not in universe under 1 year old, ?,5, Not in universe, South Korea, South Korea, South Korea, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,95,0
17618,37, Private,41,2, Bachelors degree(BA AB BS),,0,, Not in universe, Married-civilian spouse present, Hospital services, Executive admin and managerial, White, Mexican (Mexicano), Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1054.34, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
163652,34, Local government,50,3, Some college but no degree,,0,, Not in universe, Married-civilian spouse present, Public administration, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder,1175.59, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, Canada, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
188224,31, Private,1,44, 9th grade,,0,, Not in universe, Married-civilian spouse present, Agriculture, Farming forestry and fishing, White, Mexican (Mexicano), Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,1630.04, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,28,95,0
133994,39, Private,42,30, High school graduate,,0,, Not in universe, Divorced, Medical except hospital, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,3904.76, ?, ?, ?, Not in universe under 1 year old, ?,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
93773,15, Self-employed-incorporated,35,31, 9th grade,,0,, Not in universe, Never married, Finance insurance and real estate, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,0, Single, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,2200.69, ?, ?, ?, Not in universe under 1 year old, ?,3, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
182806,72, Not in universe,0,0, High school graduate,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Joint both 65+, Not in universe, Not in universe, Spouse of householder, Spouse of householder,2133.45, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
175283,14, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1730.52, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
163575,42, Private,44,29, High school graduate,,600,, Not in universe, Separated, Social services, Other service, Black, All other, Female, No, Not in universe, Full-time schedules,0,0,0, Head of household, Not in universe, Not in universe, Householder, Householder,1311.39, ?, ?, ?, Not in universe under 1 year old, ?,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
21661,41, Private,32,36, 9th grade,,0,, Not in universe, Married-civilian spouse present, Wholesale trade, Machine operators assmblrs & inspctrs, Black, All other, Male, No, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,4045.06, ?, ?, ?, Not in universe under 1 year old, ?,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
45564,71, Not in universe,0,0, High school graduate,,0,, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, Central or South American, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe, Not in universe, Householder, Householder,1053.61, ?, ?, ?, Not in universe under 1 year old, ?,0, Not in universe, Columbia, Columbia, Columbia, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,95,0
184968,28, Private,45,6, Bachelors degree(BA AB BS),,0,, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe, Not in universe, Householder, Householder,478.81, ?, ?, ?, Not in universe under 1 year old, ?,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,48,95,0
168073,6, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1003.51, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
163847,10, Not in universe,0,0, Children,,0,, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married,1638.63, ?, ?, ?, Not in universe under 1 year old, ?,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
